index,speaker,target_word,condition,random_seed,target_ctc_loss,raw_prediction,mapped_prediction,mapped_correct,target_rank,perturbation_linf,perturbation_rms
4,F03,stubble,original,-1,190.8403778076172,stepa,steer,0,273,0.0001600012183189392,9.265305117376527e-05
4,F03,stubble,adversarial,-1,181.5427703857422,scubble,stubble,1,1,0.0001600012183189392,9.265305117376527e-05
4,F03,stubble,random,0,193.21498107910156,steppa,sierra,0,131,0.0001600012183189392,9.265305120889964e-05
4,F03,stubble,random,1,190.80392456054688,stepa,steer,0,273,0.0001600012183189392,9.265305119082759e-05
4,F03,stubble,random,2,193.1026153564453,stepa,steer,0,273,0.0001600012183189392,9.265305112800059e-05
4,F03,stubble,random,3,192.15460205078125,stepa,steer,0,273,0.0001600012183189392,9.265305115904577e-05
4,F03,stubble,random,4,189.80230712890625,steppa,sierra,0,131,0.0001600012183189392,9.265305118527152e-05
5,F04,eight,original,-1,148.75735473632812,kate,ate,0,270,0.00014001131057739258,9.33776790889724e-05
5,F04,eight,adversarial,-1,137.1157989501953,eight,eight,1,1,0.00014001131057739258,9.33776790889724e-05
5,F04,eight,random,0,148.407470703125,kate,ate,0,270,0.00014001131057739258,9.337767909269055e-05
5,F04,eight,random,1,147.8953857421875,kate,ate,0,270,0.00014001131057739258,9.33776790832089e-05
5,F04,eight,random,2,148.94468688964844,kate,ate,0,270,0.00014001131057739258,9.337767907470993e-05
5,F04,eight,random,3,148.11688232421875,kate,ate,0,270,0.00014001131057739258,9.337767909392339e-05
5,F04,eight,random,4,148.07777404785156,kate,ate,0,270,0.00014001131057739258,9.33776790861072e-05
6,M02,single,original,-1,147.16287231445312,thino,thigh,0,268,0.00010000169277191162,5.8479627519880846e-05
6,M02,single,adversarial,-1,146.09783935546875,thinglo,single,1,1,0.00010000169277191162,5.8479627519880846e-05
6,M02,single,random,0,147.61021423339844,thino,thigh,0,268,0.00010000169277191162,5.847962751439756e-05
6,M02,single,random,1,148.41343688964844,thino,thigh,0,268,0.00010000169277191162,5.847962753092296e-05
6,M02,single,random,2,146.92063903808594,thino,thigh,0,268,0.00010000169277191162,5.8479627523907864e-05
6,M02,single,random,3,148.79534912109375,thingo,tango,0,24,0.00010000169277191162,5.84796275347152e-05
6,M02,single,random,4,147.8403778076172,thingo,tango,0,24,0.00010000169277191162,5.847962752029213e-05
7,M03,thought,original,-1,202.6811981201172,trot,toot,0,249,8.000433444976807e-05,3.943872347636943e-05
7,M03,thought,adversarial,-1,204.65049743652344,thought,thought,1,1,8.000433444976807e-05,3.943872347636943e-05
7,M03,thought,random,0,202.69744873046875,trot,toot,0,249,8.000433444976807e-05,3.943872346264925e-05
7,M03,thought,random,1,201.7944793701172,trot,toot,0,249,8.000433444976807e-05,3.943872348562127e-05
7,M03,thought,random,2,201.29812622070312,trot,toot,0,249,8.000433444976807e-05,3.943872347567255e-05
7,M03,thought,random,3,203.11114501953125,trot,toot,0,249,8.000433444976807e-05,3.943872348556393e-05
7,M03,thought,random,4,203.61253356933594,trot,toot,0,249,8.000433444976807e-05,3.943872345937392e-05
8,M02,sticks,original,-1,146.88613891601562,star,start,0,241,0.0001200009137392044,8.837387232186122e-05
8,M02,sticks,adversarial,-1,149.65756225585938,steks,seeds,0,3,0.0001200009137392044,8.837387232186122e-05
8,M02,sticks,random,0,149.3105926513672,star,start,0,241,0.0001200009137392044,8.837387231875083e-05
8,M02,sticks,random,1,149.19598388671875,stare,share,0,172,0.0001200009137392044,8.837387232732477e-05
8,M02,sticks,random,2,145.1793670654297,star,start,0,241,0.0001200009137392044,8.837387232632534e-05
8,M02,sticks,random,3,149.6996612548828,star,start,0,241,0.0001200009137392044,8.837387232048778e-05
8,M02,sticks,random,4,151.1934051513672,stare,share,0,172,0.0001200009137392044,8.837387233832778e-05
9,M04,urgent,original,-1,148.650390625,rgi,go,0,231,0.00020000338554382324,0.00011815127101324731
9,M04,urgent,adversarial,-1,158.8939971923828,urgent,urgent,1,1,0.00020000338554382324,0.00011815127101324731
9,M04,urgent,random,0,148.55809020996094,rgi,go,0,231,0.00020000338554382324,0.00011815127100955697
9,M04,urgent,random,1,148.28073120117188,rgi,go,0,231,0.00020000338554382324,0.00011815127103567467
9,M04,urgent,random,2,148.1392822265625,rgi,go,0,231,0.00020000338554382324,0.00011815127102635476
9,M04,urgent,random,3,148.12989807128906,rgi,go,0,231,0.00020000338554382324,0.00011815127102883344
9,M04,urgent,random,4,148.8921661376953,rgi,go,0,231,0.00020000338554382324,0.0001181512710405748
10,M03,warm,original,-1,110.9188461303711,on,in,0,229,0.0001800060272216797,0.00012476737449156327
10,M03,warm,adversarial,-1,149.13160705566406,warm,warm,1,1,0.0001800060272216797,0.00012476737449156327
10,M03,warm,random,0,109.75822448730469,on,in,0,229,0.0001800060272216797,0.00012476737447325158
10,M03,warm,random,1,109.51199340820312,on,in,0,229,0.0001800060272216797,0.00012476737448905773
10,M03,warm,random,2,109.90827178955078,on,in,0,229,0.0001800060272216797,0.00012476737449036558
10,M03,warm,random,3,110.4526596069336,on,in,0,229,0.0001800060272216797,0.000124767374463616
10,M03,warm,random,4,110.307373046875,on,in,0,229,0.0001800060272216797,0.00012476737448173901
11,M02,urgent,original,-1,157.01568603515625,egin,in,0,222,0.00016000866889953613,8.995406747310779e-05
11,M02,urgent,adversarial,-1,161.4597930908203,urgen,urgent,1,1,0.00016000866889953613,8.995406747310779e-05
11,M02,urgent,random,0,157.15582275390625,egin,in,0,222,0.00016000866889953613,8.995406749413208e-05
11,M02,urgent,random,1,159.80294799804688,ergin,rain,0,17,0.00016000866889953613,8.995406748387272e-05
11,M02,urgent,random,2,158.8353271484375,egin,in,0,222,0.00016000866889953613,8.995406751198098e-05
11,M02,urgent,random,3,156.32168579101562,egin,in,0,222,0.00016000866889953613,8.995406746886543e-05
11,M02,urgent,random,4,154.60733032226562,ergin,rain,0,17,0.00016000866889953613,8.99540674533611e-05
12,F01,two,original,-1,91.24324035644531,kill,bill,0,214,0.00010000169277191162,5.8461652194734445e-05
12,F01,two,adversarial,-1,84.97785186767578,two,two,1,1,0.00010000169277191162,5.8461652194734445e-05
12,F01,two,random,0,94.55833435058594,kill,bill,0,214,0.00010000169277191162,5.846165218930523e-05
12,F01,two,random,1,92.39085388183594,kill,bill,0,214,0.00010000169277191162,5.846165219887517e-05
12,F01,two,random,2,93.25902557373047,kill,bill,0,214,0.00010000169277191162,5.846165217583846e-05
12,F01,two,random,3,88.69120025634766,kill,bill,0,214,0.00010000169277191162,5.8461652189603404e-05
12,F01,two,random,4,92.32528686523438,kill,bill,0,214,0.00010000169277191162,5.8461652177059015e-05
13,M05,side,original,-1,111.44886779785156,frad,bad,0,202,0.00014001131057739258,8.12148446974298e-05
13,M05,side,adversarial,-1,90.52445220947266,side,side,1,1,0.00014001131057739258,8.12148446974298e-05
13,M05,side,random,0,111.76976776123047,frad,bad,0,202,0.00014001131057739258,8.12148446772459e-05
13,M05,side,random,1,110.17809295654297,frad,bad,0,202,0.00014001131057739258,8.121484469574629e-05
13,M05,side,random,2,110.30065155029297,frad,bad,0,202,0.00014001131057739258,8.121484467890638e-05
13,M05,side,random,3,108.76956939697266,frad,bad,0,202,0.00014001131057739258,8.121484469215666e-05
13,M05,side,random,4,111.37081909179688,frad,bad,0,202,0.00014001131057739258,8.121484467265022e-05
14,F03,red,original,-1,78.33036041259766,late,ate,0,202,8.00006091594696e-05,5.9948710529778646e-05
14,F03,red,adversarial,-1,77.92981719970703,rec,red,1,1,8.00006091594696e-05,5.9948710529778646e-05
14,F03,red,random,0,78.23025512695312,late,ate,0,202,8.00006091594696e-05,5.994871051183107e-05
14,F03,red,random,1,78.18177795410156,late,ate,0,202,8.00006091594696e-05,5.9948710527735006e-05
14,F03,red,random,2,78.4776840209961,late,ate,0,202,8.00006091594696e-05,5.994871054294374e-05
14,F03,red,random,3,78.26258850097656,late,ate,0,202,8.00006091594696e-05,5.994871053017737e-05
14,F03,red,random,4,79.0014419555664,late,ate,0,202,8.00006091594696e-05,5.994871051602238e-05
15,M05,forward,original,-1,175.7874755859375,of foit,fruit,0,197,0.00020000338554382324,0.00013530245899964633
15,M05,forward,adversarial,-1,178.24716186523438,ofor wait,forward,1,1,0.00020000338554382324,0.00013530245899964633
15,M05,forward,random,0,179.41172790527344,of foit,fruit,0,197,0.00020000338554382324,0.00013530245897420634
15,M05,forward,random,1,172.5497283935547,of foit,fruit,0,197,0.00020000338554382324,0.00013530245901642737
15,M05,forward,random,2,173.61862182617188,of foit,fruit,0,197,0.00020000338554382324,0.00013530245898690899
15,M05,forward,random,3,174.68589782714844,of foit,fruit,0,197,0.00020000338554382324,0.00013530245902836855
15,M05,forward,random,4,174.97047424316406,of foit,fruit,0,197,0.00020000338554382324,0.00013530245903289626
16,M03,light,original,-1,157.57345581054688,late,ate,0,184,0.00020000338554382324,0.00013034974771689275
16,M03,light,adversarial,-1,152.3695068359375,light,light,1,1,0.00020000338554382324,0.00013034974771689275
16,M03,light,random,0,155.23403930664062,late,ate,0,184,0.00020000338554382324,0.00013034974766690707
16,M03,light,random,1,157.74154663085938,late,ate,0,184,0.00020000338554382324,0.00013034974770526566
16,M03,light,random,2,157.0701904296875,late,ate,0,184,0.00020000338554382324,0.00013034974773405751
16,M03,light,random,3,158.38059997558594,late,ate,0,184,0.00020000338554382324,0.00013034974767975042
16,M03,light,random,4,158.37503051757812,late,ate,0,184,0.00020000338554382324,0.00013034974773167742
17,F01,rake,original,-1,100.86808776855469,link,lick,0,184,0.00020000338554382324,0.00011677724141975753
17,F01,rake,adversarial,-1,90.51395416259766,rak,rake,1,1,0.00020000338554382324,0.00011677724141975753
17,F01,rake,random,0,103.34208679199219,link,lick,0,184,0.00020000338554382324,0.0001167772414413575
17,F01,rake,random,1,103.72992706298828,link,lick,0,184,0.00020000338554382324,0.00011677724145127587
17,F01,rake,random,2,102.81632232666016,link,lick,0,184,0.00020000338554382324,0.00011677724140994357
17,F01,rake,random,3,105.0490951538086,link,lick,0,184,0.00020000338554382324,0.00011677724144052827
17,F01,rake,random,4,104.36296081542969,link,lick,0,184,0.00020000338554382324,0.00011677724145217684
18,M01,pit,original,-1,91.9255142211914,geed,feed,0,176,0.0001600012183189392,0.00011085838410146766
18,M01,pit,adversarial,-1,69.66366577148438,pit,pit,1,1,0.0001600012183189392,0.00011085838410146766
18,M01,pit,random,0,88.41389465332031,geed,feed,0,176,0.0001600012183189392,0.00011085838409928406
18,M01,pit,random,1,90.99656677246094,geed,feed,0,176,0.0001600012183189392,0.00011085838410725429
18,M01,pit,random,2,92.56036376953125,greed,bread,0,237,0.0001600012183189392,0.00011085838411190056
18,M01,pit,random,3,98.09228515625,greed,bread,0,237,0.0001600012183189392,0.00011085838410718737
18,M01,pit,random,4,92.40327453613281,geed,feed,0,176,0.0001600012183189392,0.00011085838411677516
19,M01,cart,original,-1,110.15159606933594,timed,tie,0,171,0.00011999999696854502,8.356896332326161e-05
19,M01,cart,adversarial,-1,88.7650375366211,cart,cart,1,1,0.00011999999696854502,8.356896332326161e-05
19,M01,cart,random,0,112.5472412109375,timed,tie,0,171,0.00011999999696854502,8.356896332464382e-05
19,M01,cart,random,1,112.06450653076172,tired,bird,0,55,0.00011999999696854502,8.356896333079127e-05
19,M01,cart,random,2,111.43098449707031,tired,bird,0,55,0.00011999999696854502,8.3568963351282e-05
19,M01,cart,random,3,114.22895812988281,tired,bird,0,55,0.00011999999696854502,8.356896332035499e-05
19,M01,cart,random,4,110.48050689697266,timed,tie,0,171,0.00011999999696854502,8.356896330846582e-05
20,M02,floor,original,-1,142.88925170898438,law,jaw,0,166,0.0001800060272216797,0.00012641201649094458
20,M02,floor,adversarial,-1,143.20855712890625,flore,floor,1,1,0.0001800060272216797,0.00012641201649094458
20,M02,floor,random,0,140.8118438720703,law,jaw,0,166,0.0001800060272216797,0.00012641201650384127
20,M02,floor,random,1,141.46725463867188,law,jaw,0,166,0.0001800060272216797,0.00012641201646867707
20,M02,floor,random,2,140.86126708984375,law,jaw,0,166,0.0001800060272216797,0.0001264120165046248
20,M02,floor,random,3,141.84820556640625,law,jaw,0,166,0.0001800060272216797,0.0001264120164867524
20,M02,floor,random,4,141.85513305664062,law,jaw,0,166,0.0001800060272216797,0.00012641201644771893
21,M05,here,original,-1,123.40017700195312,you,dot,0,150,0.0001200009137392044,7.073237162865989e-05
21,M05,here,adversarial,-1,106.08827209472656,merly,mere,0,2,0.0001200009137392044,7.073237162865989e-05
21,M05,here,random,0,126.2963638305664,you,dot,0,150,0.0001200009137392044,7.07323716312752e-05
21,M05,here,random,1,124.82408142089844,you,dot,0,150,0.0001200009137392044,7.073237163415634e-05
21,M05,here,random,2,126.03727722167969,you,dot,0,150,0.0001200009137392044,7.07323716294357e-05
21,M05,here,random,3,126.46676635742188,hou,chop,0,67,0.0001200009137392044,7.07323716336222e-05
21,M05,here,random,4,126.90653991699219,hou,chop,0,67,0.0001200009137392044,7.073237163144785e-05
22,F03,white,original,-1,139.2180633544922,rit,bit,0,147,8.000433444976807e-05,5.160227119796973e-05
22,F03,white,adversarial,-1,134.48068237304688,white,white,1,1,8.000433444976807e-05,5.160227119796973e-05
22,F03,white,random,0,139.21324157714844,rit,bit,0,147,8.000433444976807e-05,5.160227118696141e-05
22,F03,white,random,1,139.95147705078125,rit,bit,0,147,8.000433444976807e-05,5.160227121291032e-05
22,F03,white,random,2,139.24716186523438,rit,bit,0,147,8.000433444976807e-05,5.160227119728064e-05
22,F03,white,random,3,139.9437713623047,rit,bit,0,147,8.000433444976807e-05,5.160227118591754e-05
22,F03,white,random,4,139.55523681640625,rit,bit,0,147,8.000433444976807e-05,5.160227118922773e-05
23,F03,left,original,-1,110.12913513183594,laughed,jagged,0,137,0.00010000169277191162,6.665343516512792e-05
23,F03,left,adversarial,-1,115.95220184326172,left,left,1,1,0.00010000169277191162,6.665343516512792e-05
23,F03,left,random,0,115.12063598632812,laughed,jagged,0,137,0.00010000169277191162,6.665343515386657e-05
23,F03,left,random,1,110.54953002929688,laughed,jagged,0,137,0.00010000169277191162,6.665343516334706e-05
23,F03,left,random,2,110.65538024902344,laughed,jagged,0,137,0.00010000169277191162,6.66534351502064e-05
23,F03,left,random,3,109.92819213867188,laughed,jagged,0,137,0.00010000169277191162,6.665343514435997e-05
23,F03,left,random,4,109.53336334228516,laughed,jagged,0,137,0.00010000169277191162,6.665343517859966e-05
24,M02,left,original,-1,113.47716522216797,laughed,jagged,0,137,0.0001800060272216797,0.00010807224716639008
24,M02,left,adversarial,-1,102.97298431396484,laug,bag,0,41,0.0001800060272216797,0.00010807224716639008
24,M02,left,random,0,114.83782958984375,laughed,jagged,0,137,0.0001800060272216797,0.0001080722471386689
24,M02,left,random,1,112.34488677978516,laughed,jagged,0,137,0.0001800060272216797,0.00010807224716386893
24,M02,left,random,2,111.3268814086914,laughed,jagged,0,137,0.0001800060272216797,0.00010807224717107479
24,M02,left,random,3,114.09136962890625,laughed,jagged,0,137,0.0001800060272216797,0.00010807224720020764
24,M02,left,random,4,115.69480895996094,laughed,jagged,0,137,0.0001800060272216797,0.00010807224720421197
25,M02,farm,original,-1,138.1517333984375,time,tie,0,132,0.00010000169277191162,6.187521725831176e-05
25,M02,farm,adversarial,-1,102.96561431884766,im,him,0,48,0.00010000169277191162,6.187521725831176e-05
25,M02,farm,random,0,137.97914123535156,time,tie,0,132,0.00010000169277191162,6.187521723978587e-05
25,M02,farm,random,1,138.1633758544922,time,tie,0,132,0.00010000169277191162,6.187521724031925e-05
25,M02,farm,random,2,137.78488159179688,time,tie,0,132,0.00010000169277191162,6.187521724768279e-05
25,M02,farm,random,3,137.64837646484375,time,tie,0,132,0.00010000169277191162,6.187521726527582e-05
25,M02,farm,random,4,139.48081970214844,time,tie,0,132,0.00010000169277191162,6.187521726312879e-05
26,F03,write,original,-1,159.05899047851562,right,right,0,128,8.00006091594696e-05,5.9064447551504655e-05
26,F03,write,adversarial,-1,129.91104125976562,crite,write,1,1,8.00006091594696e-05,5.9064447551504655e-05
26,F03,write,random,0,158.96340942382812,right,right,0,128,8.00006091594696e-05,5.906444754320656e-05
26,F03,write,random,1,159.09298706054688,right,right,0,128,8.00006091594696e-05,5.906444755168874e-05
26,F03,write,random,2,159.3250274658203,right,right,0,128,8.00006091594696e-05,5.9064447528581944e-05
26,F03,write,random,3,158.71292114257812,right,right,0,128,8.00006091594696e-05,5.9064447524214114e-05
26,F03,write,random,4,159.28207397460938,right,right,0,128,8.00006091594696e-05,5.906444757556629e-05
27,M05,we're,original,-1,158.53448486328125,we,he,0,125,0.00010000169277191162,6.731158200975324e-05
27,M05,we're,adversarial,-1,147.2462921142578,we ye,we're,1,1,0.00010000169277191162,6.731158200975324e-05
27,M05,we're,random,0,158.46673583984375,we,he,0,125,0.00010000169277191162,6.731158201889806e-05
27,M05,we're,random,1,157.71766662597656,we,he,0,125,0.00010000169277191162,6.731158200767273e-05
27,M05,we're,random,2,158.8701934814453,we,he,0,125,0.00010000169277191162,6.731158199150557e-05
27,M05,we're,random,3,153.9199981689453,we,he,0,125,0.00010000169277191162,6.731158201331698e-05
27,M05,we're,random,4,159.74774169921875,we,he,0,125,0.00010000169277191162,6.731158201527746e-05
28,F01,beta,original,-1,98.63036346435547,mare,mere,0,124,8.000433444976807e-05,5.011429479232386e-05
28,F01,beta,adversarial,-1,87.6654052734375,mega,beta,1,1,8.000433444976807e-05,5.011429479232386e-05
28,F01,beta,random,0,99.1904296875,mara,area,0,27,8.000433444976807e-05,5.011429480117662e-05
28,F01,beta,random,1,98.04898071289062,mara,area,0,27,8.000433444976807e-05,5.011429478005994e-05
28,F01,beta,random,2,99.426025390625,mara,area,0,27,8.000433444976807e-05,5.0114294788980696e-05
28,F01,beta,random,3,98.92312622070312,mara,area,0,27,8.000433444976807e-05,5.0114294791140136e-05
28,F01,beta,random,4,99.36556243896484,mara,area,0,27,8.000433444976807e-05,5.011429479029819e-05
29,M01,the,original,-1,80.10985565185547,ba,a,0,121,0.00020000338554382324,0.00011357245375182823
29,M01,the,adversarial,-1,81.91639709472656,ther,the,1,1,0.00020000338554382324,0.00011357245375182823
29,M01,the,random,0,81.29741668701172,ba,a,0,121,0.00020000338554382324,0.00011357245377406694
29,M01,the,random,1,79.14769744873047,ba,a,0,121,0.00020000338554382324,0.00011357245375344445
29,M01,the,random,2,81.4669418334961,ba,a,0,121,0.00020000338554382324,0.00011357245378944259
29,M01,the,random,3,79.74674224853516,ba,a,0,121,0.00020000338554382324,0.00011357245376447489
29,M01,the,random,4,79.42538452148438,ba,a,0,121,0.00020000338554382324,0.00011357245374829866
30,M01,ate,original,-1,115.30030822753906,eight,eight,0,119,8.00006091594696e-05,5.527188831844229e-05
30,M01,ate,adversarial,-1,85.31429290771484,ape,ate,1,1,8.00006091594696e-05,5.527188831844229e-05
30,M01,ate,random,0,116.03939056396484,eight,eight,0,119,8.00006091594696e-05,5.527188833138888e-05
30,M01,ate,random,1,116.94917297363281,eight,eight,0,119,8.00006091594696e-05,5.527188831813917e-05
30,M01,ate,random,2,110.31790924072266,eight,eight,0,119,8.00006091594696e-05,5.527188831945948e-05
30,M01,ate,random,3,120.65034484863281,eight,eight,0,119,8.00006091594696e-05,5.527188831707811e-05
30,M01,ate,random,4,116.05731964111328,eight,eight,0,119,8.00006091594696e-05,5.527188832798315e-05
31,M01,urgent,original,-1,145.49066162109375,i dink,sink,0,118,0.00020000338554382324,0.00013932278839701528
31,M01,urgent,adversarial,-1,157.7910614013672,igient,urgent,1,1,0.00020000338554382324,0.00013932278839701528
31,M01,urgent,random,0,153.46505737304688,i think,fitting,0,176,0.00020000338554382324,0.00013932278839196653
31,M01,urgent,random,1,151.0623779296875,i think,fitting,0,176,0.00020000338554382324,0.0001393227884314649
31,M01,urgent,random,2,145.668212890625,idink,sink,0,293,0.00020000338554382324,0.00013932278835737539
31,M01,urgent,random,3,145.19766235351562,i dink,sink,0,118,0.00020000338554382324,0.00013932278840433348
31,M01,urgent,random,4,146.65000915527344,i dink,sink,0,118,0.00020000338554382324,0.00013932278838616155
32,M02,pile,original,-1,116.61042022705078,payron,barn,0,116,0.00014001131057739258,9.885774743968772e-05
32,M02,pile,adversarial,-1,102.55744171142578,piwe,pile,1,1,0.00014001131057739258,9.885774743968772e-05
32,M02,pile,random,0,118.18633270263672,payron,barn,0,116,0.00014001131057739258,9.885774743448512e-05
32,M02,pile,random,1,118.50548553466797,payron,barn,0,116,0.00014001131057739258,9.885774747109895e-05
32,M02,pile,random,2,116.78246307373047,payrom,farm,0,110,0.00014001131057739258,9.885774743343306e-05
32,M02,pile,random,3,118.22210693359375,payron,barn,0,116,0.00014001131057739258,9.885774744913007e-05
32,M02,pile,random,4,118.64582824707031,payron,barn,0,116,0.00014001131057739258,9.885774743335782e-05
33,M05,glitter,original,-1,177.2013702392578,bibe te,bite,0,115,0.00020000338554382324,0.000141322061294095
33,M05,glitter,adversarial,-1,175.58143615722656,giit te,glitter,1,1,0.00020000338554382324,0.000141322061294095
33,M05,glitter,random,0,171.7774658203125,bilet te,bite,0,11,0.00020000338554382324,0.00014132206130483085
33,M05,glitter,random,1,170.41464233398438,bilete,bite,0,112,0.00020000338554382324,0.00014132206131058775
33,M05,glitter,random,2,174.94320678710938,bibe te,bite,0,115,0.00020000338554382324,0.00014132206129591977
33,M05,glitter,random,3,172.64825439453125,bibete,bite,0,99,0.00020000338554382324,0.00014132206126093113
33,M05,glitter,random,4,173.5013427734375,bile te,bite,0,37,0.00020000338554382324,0.00014132206127544087
34,M05,rich,original,-1,101.39275360107422,uit,bit,0,114,0.00020000338554382324,0.0001404877705063064
34,M05,rich,adversarial,-1,100.73509979248047,uric,rich,1,1,0.00020000338554382324,0.0001404877705063064
34,M05,rich,random,0,96.46160125732422,uit,bit,0,114,0.00020000338554382324,0.00014048777052322404
34,M05,rich,random,1,97.55989074707031,uit,bit,0,114,0.00020000338554382324,0.00014048777049367893
34,M05,rich,random,2,97.35224151611328,uit,bit,0,114,0.00020000338554382324,0.00014048777051893068
34,M05,rich,random,3,96.5393295288086,uit,bit,0,114,0.00020000338554382324,0.00014048777050650402
34,M05,rich,random,4,99.44425964355469,uit,bit,0,114,0.00020000338554382324,0.00014048777049612246
35,F03,sigh,original,-1,99.22444152832031,fah,fat,0,111,0.0001400001347064972,9.78576456449652e-05
35,F03,sigh,adversarial,-1,93.30545806884766,sigh,sigh,1,1,0.0001400001347064972,9.78576456449652e-05
35,F03,sigh,random,0,98.00653076171875,fah,fat,0,111,0.0001400001347064972,9.785764567176505e-05
35,F03,sigh,random,1,99.15355682373047,fah,fat,0,111,0.0001400001347064972,9.785764567963048e-05
35,F03,sigh,random,2,98.7841796875,fah,fat,0,111,0.0001400001347064972,9.78576456304959e-05
35,F03,sigh,random,3,97.41764068603516,fa,a,0,208,0.0001400001347064972,9.78576456028742e-05
35,F03,sigh,random,4,98.86459350585938,fah,fat,0,111,0.0001400001347064972,9.78576456368981e-05
36,F03,jagged,original,-1,154.1309814453125,judg,bug,0,110,8.00006091594696e-05,6.00340766032703e-05
36,F03,jagged,adversarial,-1,141.60423278808594,jagge,jagged,1,1,8.00006091594696e-05,6.00340766032703e-05
36,F03,jagged,random,0,157.6605987548828,judg,bug,0,110,8.00006091594696e-05,6.003407660579061e-05
36,F03,jagged,random,1,152.18446350097656,judge,jungle,0,5,8.00006091594696e-05,6.003407660750923e-05
36,F03,jagged,random,2,155.18507385253906,judg,bug,0,110,8.00006091594696e-05,6.0034076611177764e-05
36,F03,jagged,random,3,153.70294189453125,judge,jungle,0,5,8.00006091594696e-05,6.003407660018328e-05
36,F03,jagged,random,4,155.02725219726562,judg,bug,0,110,8.00006091594696e-05,6.0034076581746215e-05
37,M02,boot,original,-1,94.44181060791016,rug,bug,0,110,8.000433444976807e-05,4.514407127964543e-05
37,M02,boot,adversarial,-1,94.42374420166016,boo,boot,1,1,8.000433444976807e-05,4.514407127964543e-05
37,M02,boot,random,0,94.35799407958984,rug,bug,0,110,8.000433444976807e-05,4.514407128124566e-05
37,M02,boot,random,1,93.47410583496094,rug,bug,0,110,8.000433444976807e-05,4.5144071288389485e-05
37,M02,boot,random,2,94.1375961303711,rug,bug,0,110,8.000433444976807e-05,4.5144071262497266e-05
37,M02,boot,random,3,94.69774627685547,rug,bug,0,110,8.000433444976807e-05,4.51440712883173e-05
37,M02,boot,random,4,92.7137222290039,rug,bug,0,110,8.000433444976807e-05,4.5144071289171635e-05
38,M04,corn,original,-1,92.7698974609375,wuat,at,0,110,0.00014001131057739258,7.729220234048824e-05
38,M04,corn,adversarial,-1,98.59735870361328,quaer,quart,0,186,0.00014001131057739258,7.729220234048824e-05
38,M04,corn,random,0,92.98126983642578,wuat,at,0,110,0.00014001131057739258,7.72922023035874e-05
