speaker,split,utt_id,target_word,condition,epsilon,steps,raw_prediction,mapped_prediction,mapped_correct,target_rank,top3_hit,top5_hit,top10_hit,target_distance,duration_sec,wav_head_path,baseline_raw_prediction,baseline_mapped_prediction,baseline_target_rank,baseline_target_distance
F01,dev,100,floor,pgd_wrong_subset,0.00016,3,bo,no,0,6,0,0,1,4,1.981875,D:\audio_adv_experiment\datasets\TORGO.F\F01\Session1\wav_headMic\0100.wav,bol,bit,6,4
F01,dev,100,floor,pgd_wrong_subset,0.00018,2,bo,no,0,6,0,0,1,4,1.981875,D:\audio_adv_experiment\datasets\TORGO.F\F01\Session1\wav_headMic\0100.wav,bol,bit,6,4
F01,dev,100,floor,pgd_wrong_subset,0.00018,3,pool,floor,1,1,1,1,1,3,1.981875,D:\audio_adv_experiment\datasets\TORGO.F\F01\Session1\wav_headMic\0100.wav,bol,bit,6,4
F01,dev,100,floor,pgd_wrong_subset,0.0002,2,bol,bit,0,6,0,0,1,4,1.981875,D:\audio_adv_experiment\datasets\TORGO.F\F01\Session1\wav_headMic\0100.wav,bol,bit,6,4
F01,dev,100,floor,pgd_wrong_subset,0.0002,3,pu,no,0,8,0,0,1,5,1.981875,D:\audio_adv_experiment\datasets\TORGO.F\F01\Session1\wav_headMic\0100.wav,bol,bit,6,4
F01,dev,112,right,baseline_wrong,0,0,i,bit,0,7,0,0,1,4,1.6345,D:\audio_adv_experiment\datasets\TORGO.F\F01\Session1\wav_headMic\0112.wav,,,,
F01,dev,112,right,pgd_wrong_subset,8e-05,2,huas,yes,0,10,0,0,1,5,1.6345,D:\audio_adv_experiment\datasets\TORGO.F\F01\Session1\wav_headMic\0112.wav,i,bit,7,4
F01,dev,112,right,pgd_wrong_subset,8e-05,3,who i s,bit,0,9,0,0,1,7,1.6345,D:\audio_adv_experiment\datasets\TORGO.F\F01\Session1\wav_headMic\0112.wav,i,bit,7,4
F01,dev,112,right,pgd_wrong_subset,0.0001,2,rits,bit,0,2,1,1,1,3,1.6345,D:\audio_adv_experiment\datasets\TORGO.F\F01\Session1\wav_headMic\0112.wav,i,bit,7,4
F01,dev,112,right,pgd_wrong_subset,0.0001,3,lit,bit,0,4,0,1,1,3,1.6345,D:\audio_adv_experiment\datasets\TORGO.F\F01\Session1\wav_headMic\0112.wav,i,bit,7,4
F01,dev,112,right,pgd_wrong_subset,0.00012,2,rins,bit,0,3,1,1,1,3,1.6345,D:\audio_adv_experiment\datasets\TORGO.F\F01\Session1\wav_headMic\0112.wav,i,bit,7,4
F01,dev,112,right,pgd_wrong_subset,0.00012,3,grat,bit,0,5,0,1,1,4,1.6345,D:\audio_adv_experiment\datasets\TORGO.F\F01\Session1\wav_headMic\0112.wav,i,bit,7,4
F01,dev,112,right,pgd_wrong_subset,0.00014,2,who i,floor,0,7,0,0,1,5,1.6345,D:\audio_adv_experiment\datasets\TORGO.F\F01\Session1\wav_headMic\0112.wav,i,bit,7,4
F01,dev,112,right,pgd_wrong_subset,0.00014,3,who i,floor,0,7,0,0,1,5,1.6345,D:\audio_adv_experiment\datasets\TORGO.F\F01\Session1\wav_headMic\0112.wav,i,bit,7,4
F01,dev,112,right,pgd_wrong_subset,0.00016,2,who i,floor,0,7,0,0,1,5,1.6345,D:\audio_adv_experiment\datasets\TORGO.F\F01\Session1\wav_headMic\0112.wav,i,bit,7,4
F01,dev,112,right,pgd_wrong_subset,0.00016,3,laces,yes,0,8,0,0,1,5,1.6345,D:\audio_adv_experiment\datasets\TORGO.F\F01\Session1\wav_headMic\0112.wav,i,bit,7,4
F01,dev,112,right,pgd_wrong_subset,0.00018,2,who i,floor,0,7,0,0,1,5,1.6345,D:\audio_adv_experiment\datasets\TORGO.F\F01\Session1\wav_headMic\0112.wav,i,bit,7,4
F01,dev,112,right,pgd_wrong_subset,0.00018,3,lace,dark,0,10,0,0,1,5,1.6345,D:\audio_adv_experiment\datasets\TORGO.F\F01\Session1\wav_headMic\0112.wav,i,bit,7,4
F01,dev,112,right,pgd_wrong_subset,0.0002,2,lins,bit,0,8,0,0,1,4,1.6345,D:\audio_adv_experiment\datasets\TORGO.F\F01\Session1\wav_headMic\0112.wav,i,bit,7,4
F01,dev,112,right,pgd_wrong_subset,0.0002,3,hua,bit,0,10,0,0,1,5,1.6345,D:\audio_adv_experiment\datasets\TORGO.F\F01\Session1\wav_headMic\0112.wav,i,bit,7,4
F01,dev,121,park,baseline_wrong,0,0,pike,bit,0,2,1,1,1,3,1.832625,D:\audio_adv_experiment\datasets\TORGO.F\F01\Session1\wav_headMic\0121.wav,,,,
F01,dev,121,park,pgd_wrong_subset,8e-05,2,pug,bit,0,3,1,1,1,3,1.832625,D:\audio_adv_experiment\datasets\TORGO.F\F01\Session1\wav_headMic\0121.wav,pike,bit,2,3
F01,dev,121,park,pgd_wrong_subset,8e-05,3,puck,park,1,1,1,1,1,2,1.832625,D:\audio_adv_experiment\datasets\TORGO.F\F01\Session1\wav_headMic\0121.wav,pike,bit,2,3
F01,dev,121,park,pgd_wrong_subset,0.0001,2,palc,park,1,1,1,1,1,2,1.832625,D:\audio_adv_experiment\datasets\TORGO.F\F01\Session1\wav_headMic\0121.wav,pike,bit,2,3
F01,dev,121,park,pgd_wrong_subset,0.0001,3,pat,bit,0,2,1,1,1,2,1.832625,D:\audio_adv_experiment\datasets\TORGO.F\F01\Session1\wav_headMic\0121.wav,pike,bit,2,3
F01,dev,121,park,pgd_wrong_subset,0.00012,2,polc,no,0,2,1,1,1,3,1.832625,D:\audio_adv_experiment\datasets\TORGO.F\F01\Session1\wav_headMic\0121.wav,pike,bit,2,3
F01,dev,121,park,pgd_wrong_subset,0.00012,3,pad,park,1,1,1,1,1,2,1.832625,D:\audio_adv_experiment\datasets\TORGO.F\F01\Session1\wav_headMic\0121.wav,pike,bit,2,3
F01,dev,121,park,pgd_wrong_subset,0.00014,2,palac,park,1,1,1,1,1,3,1.832625,D:\audio_adv_experiment\datasets\TORGO.F\F01\Session1\wav_headMic\0121.wav,pike,bit,2,3
F01,dev,121,park,pgd_wrong_subset,0.00014,3,pac,park,1,1,1,1,1,2,1.832625,D:\audio_adv_experiment\datasets\TORGO.F\F01\Session1\wav_headMic\0121.wav,pike,bit,2,3
F01,dev,121,park,pgd_wrong_subset,0.00016,2,palc,park,1,1,1,1,1,2,1.832625,D:\audio_adv_experiment\datasets\TORGO.F\F01\Session1\wav_headMic\0121.wav,pike,bit,2,3
F01,dev,121,park,pgd_wrong_subset,0.00016,3,paco,park,1,1,1,1,1,2,1.832625,D:\audio_adv_experiment\datasets\TORGO.F\F01\Session1\wav_headMic\0121.wav,pike,bit,2,3
F01,dev,121,park,pgd_wrong_subset,0.00018,2,put,bit,0,3,1,1,1,3,1.832625,D:\audio_adv_experiment\datasets\TORGO.F\F01\Session1\wav_headMic\0121.wav,pike,bit,2,3
F01,dev,121,park,pgd_wrong_subset,0.00018,3,pac,park,1,1,1,1,1,2,1.832625,D:\audio_adv_experiment\datasets\TORGO.F\F01\Session1\wav_headMic\0121.wav,pike,bit,2,3
F01,dev,121,park,pgd_wrong_subset,0.0002,2,put,bit,0,3,1,1,1,3,1.832625,D:\audio_adv_experiment\datasets\TORGO.F\F01\Session1\wav_headMic\0121.wav,pike,bit,2,3
F01,dev,121,park,pgd_wrong_subset,0.0002,3,polyc,no,0,2,1,1,1,4,1.832625,D:\audio_adv_experiment\datasets\TORGO.F\F01\Session1\wav_headMic\0121.wav,pike,bit,2,3
F03,test,34,spark,baseline_wrong,0,0,spike,sip,0,2,1,1,1,3,2.4585,D:\audio_adv_experiment\datasets\TORGO.F\F03\Session1\wav_headMic\0034.wav,,,,
F03,test,34,spark,pgd_wrong_subset,8e-05,2,spy,sip,0,4,0,1,1,3,2.4585,D:\audio_adv_experiment\datasets\TORGO.F\F03\Session1\wav_headMic\0034.wav,spike,sip,2,3
F03,test,34,spark,pgd_wrong_subset,8e-05,3,spike,sip,0,2,1,1,1,3,2.4585,D:\audio_adv_experiment\datasets\TORGO.F\F03\Session1\wav_headMic\0034.wav,spike,sip,2,3
F03,test,34,spark,pgd_wrong_subset,0.0001,2,spy,sip,0,4,0,1,1,3,2.4585,D:\audio_adv_experiment\datasets\TORGO.F\F03\Session1\wav_headMic\0034.wav,spike,sip,2,3
F03,test,34,spark,pgd_wrong_subset,0.0001,3,spride,sip,0,2,1,1,1,4,2.4585,D:\audio_adv_experiment\datasets\TORGO.F\F03\Session1\wav_headMic\0034.wav,spike,sip,2,3
F03,test,34,spark,pgd_wrong_subset,0.00012,2,spi,sip,0,4,0,1,1,3,2.4585,D:\audio_adv_experiment\datasets\TORGO.F\F03\Session1\wav_headMic\0034.wav,spike,sip,2,3
F03,test,34,spark,pgd_wrong_subset,0.00012,3,spite,bit,0,3,1,1,1,3,2.4585,D:\audio_adv_experiment\datasets\TORGO.F\F03\Session1\wav_headMic\0034.wav,spike,sip,2,3
F03,test,34,spark,pgd_wrong_subset,0.00014,2,spifin,sip,0,2,1,1,1,4,2.4585,D:\audio_adv_experiment\datasets\TORGO.F\F03\Session1\wav_headMic\0034.wav,spike,sip,2,3
F03,test,34,spark,pgd_wrong_subset,0.00014,3,spifing,sip,0,2,1,1,1,5,2.4585,D:\audio_adv_experiment\datasets\TORGO.F\F03\Session1\wav_headMic\0034.wav,spike,sip,2,3
F03,test,34,spark,pgd_wrong_subset,0.00016,2,spyfing,sip,0,2,1,1,1,5,2.4585,D:\audio_adv_experiment\datasets\TORGO.F\F03\Session1\wav_headMic\0034.wav,spike,sip,2,3
F03,test,34,spark,pgd_wrong_subset,0.00016,3,spy fing,sip,0,2,1,1,1,6,2.4585,D:\audio_adv_experiment\datasets\TORGO.F\F03\Session1\wav_headMic\0034.wav,spike,sip,2,3
F03,test,34,spark,pgd_wrong_subset,0.00018,2,spy fin,sip,0,2,1,1,1,5,2.4585,D:\audio_adv_experiment\datasets\TORGO.F\F03\Session1\wav_headMic\0034.wav,spike,sip,2,3
F03,test,34,spark,pgd_wrong_subset,0.00018,3,spie,sip,0,4,0,1,1,3,2.4585,D:\audio_adv_experiment\datasets\TORGO.F\F03\Session1\wav_headMic\0034.wav,spike,sip,2,3
F03,test,34,spark,pgd_wrong_subset,0.0002,2,spy fam,spark,1,1,1,1,1,5,2.4585,D:\audio_adv_experiment\datasets\TORGO.F\F03\Session1\wav_headMic\0034.wav,spike,sip,2,3
F03,test,34,spark,pgd_wrong_subset,0.0002,3,spie,sip,0,4,0,1,1,3,2.4585,D:\audio_adv_experiment\datasets\TORGO.F\F03\Session1\wav_headMic\0034.wav,spike,sip,2,3
F03,test,40,sip,baseline_wrong,0,0,,no,0,3,1,1,1,3,2.5513125,D:\audio_adv_experiment\datasets\TORGO.F\F03\Session1\wav_headMic\0040.wav,,,,
F03,test,40,sip,pgd_wrong_subset,8e-05,2,si,sip,1,1,1,1,1,1,2.5513125,D:\audio_adv_experiment\datasets\TORGO.F\F03\Session1\wav_headMic\0040.wav,,no,3,3
F03,test,40,sip,pgd_wrong_subset,8e-05,3,,no,0,3,1,1,1,3,2.5513125,D:\audio_adv_experiment\datasets\TORGO.F\F03\Session1\wav_headMic\0040.wav,,no,3,3
F03,test,40,sip,pgd_wrong_subset,0.0001,2,s,no,0,2,1,1,1,2,2.5513125,D:\audio_adv_experiment\datasets\TORGO.F\F03\Session1\wav_headMic\0040.wav,,no,3,3
F03,test,40,sip,pgd_wrong_subset,0.0001,3,se,no,0,2,1,1,1,2,2.5513125,D:\audio_adv_experiment\datasets\TORGO.F\F03\Session1\wav_headMic\0040.wav,,no,3,3
F03,test,40,sip,pgd_wrong_subset,0.00012,2,s,no,0,2,1,1,1,2,2.5513125,D:\audio_adv_experiment\datasets\TORGO.F\F03\Session1\wav_headMic\0040.wav,,no,3,3
F03,test,40,sip,pgd_wrong_subset,0.00012,3,s,no,0,2,1,1,1,2,2.5513125,D:\audio_adv_experiment\datasets\TORGO.F\F03\Session1\wav_headMic\0040.wav,,no,3,3
F03,test,40,sip,pgd_wrong_subset,0.00014,2,s,no,0,2,1,1,1,2,2.5513125,D:\audio_adv_experiment\datasets\TORGO.F\F03\Session1\wav_headMic\0040.wav,,no,3,3
F03,test,40,sip,pgd_wrong_subset,0.00014,3,sec,sip,1,1,1,1,1,2,2.5513125,D:\audio_adv_experiment\datasets\TORGO.F\F03\Session1\wav_headMic\0040.wav,,no,3,3
F03,test,40,sip,pgd_wrong_subset,0.00016,2,se,no,0,2,1,1,1,2,2.5513125,D:\audio_adv_experiment\datasets\TORGO.F\F03\Session1\wav_headMic\0040.wav,,no,3,3
F03,test,40,sip,pgd_wrong_subset,0.00016,3,so,no,0,2,1,1,1,2,2.5513125,D:\audio_adv_experiment\datasets\TORGO.F\F03\Session1\wav_headMic\0040.wav,,no,3,3
F03,test,40,sip,pgd_wrong_subset,0.00018,2,se,no,0,2,1,1,1,2,2.5513125,D:\audio_adv_experiment\datasets\TORGO.F\F03\Session1\wav_headMic\0040.wav,,no,3,3
F03,test,40,sip,pgd_wrong_subset,0.00018,3,sec,sip,1,1,1,1,1,2,2.5513125,D:\audio_adv_experiment\datasets\TORGO.F\F03\Session1\wav_headMic\0040.wav,,no,3,3
F03,test,40,sip,pgd_wrong_subset,0.0002,2,se,no,0,2,1,1,1,2,2.5513125,D:\audio_adv_experiment\datasets\TORGO.F\F03\Session1\wav_headMic\0040.wav,,no,3,3
F03,test,40,sip,pgd_wrong_subset,0.0002,3,sec,sip,1,1,1,1,1,2,2.5513125,D:\audio_adv_experiment\datasets\TORGO.F\F03\Session1\wav_headMic\0040.wav,,no,3,3
F03,test,74,dark,baseline_wrong,0,0,do,no,0,3,1,1,1,3,1.004625,D:\audio_adv_experiment\datasets\TORGO.F\F03\Session1\wav_headMic\0074.wav,,,,
F03,test,74,dark,pgd_wrong_subset,8e-05,2,dov,no,0,3,1,1,1,3,1.004625,D:\audio_adv_experiment\datasets\TORGO.F\F03\Session1\wav_headMic\0074.wav,do,no,3,3
F03,test,74,dark,pgd_wrong_subset,8e-05,3,dal,dark,1,1,1,1,1,2,1.004625,D:\audio_adv_experiment\datasets\TORGO.F\F03\Session1\wav_headMic\0074.wav,do,no,3,3
F03,test,74,dark,pgd_wrong_subset,0.0001,2,do,no,0,3,1,1,1,3,1.004625,D:\audio_adv_experiment\datasets\TORGO.F\F03\Session1\wav_headMic\0074.wav,do,no,3,3
F03,test,74,dark,pgd_wrong_subset,0.0001,3,dol,no,0,3,1,1,1,3,1.004625,D:\audio_adv_experiment\datasets\TORGO.F\F03\Session1\wav_headMic\0074.wav,do,no,3,3
F03,test,74,dark,pgd_wrong_subset,0.00012,2,do,no,0,3,1,1,1,3,1.004625,D:\audio_adv_experiment\datasets\TORGO.F\F03\Session1\wav_headMic\0074.wav,do,no,3,3
F03,test,74,dark,pgd_wrong_subset,0.00012,3,dul,bit,0,2,1,1,1,3,1.004625,D:\audio_adv_experiment\datasets\TORGO.F\F03\Session1\wav_headMic\0074.wav,do,no,3,3
F03,test,74,dark,pgd_wrong_subset,0.00014,2,don,no,0,3,1,1,1,3,1.004625,D:\audio_adv_experiment\datasets\TORGO.F\F03\Session1\wav_headMic\0074.wav,do,no,3,3
F03,test,74,dark,pgd_wrong_subset,0.00014,3,dov,no,0,3,1,1,1,3,1.004625,D:\audio_adv_experiment\datasets\TORGO.F\F03\Session1\wav_headMic\0074.wav,do,no,3,3
F03,test,74,dark,pgd_wrong_subset,0.00016,2,dov,no,0,3,1,1,1,3,1.004625,D:\audio_adv_experiment\datasets\TORGO.F\F03\Session1\wav_headMic\0074.wav,do,no,3,3
F03,test,74,dark,pgd_wrong_subset,0.00016,3,dul,bit,0,2,1,1,1,3,1.004625,D:\audio_adv_experiment\datasets\TORGO.F\F03\Session1\wav_headMic\0074.wav,do,no,3,3
F03,test,74,dark,pgd_wrong_subset,0.00018,2,don't,bit,0,2,1,1,1,4,1.004625,D:\audio_adv_experiment\datasets\TORGO.F\F03\Session1\wav_headMic\0074.wav,do,no,3,3
